"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-09-02 13:48:29",1756820909272,"www.snap-shark.com/api/debug/refresh-user","POST","",-1,"hhwxp-1756820908783-c6ae86313ed5","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","lambda","/api/debug/refresh-user","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"iad1",-1,-1,"[REFRESH] Fresh metadata: {
  debugTest: true,
  isProUser: true,
  stripeCustomerId: 'cus_SysJYSOXXw7CCL',
  subscriptionStatus: 'active',
  subscriptionStarted: '2025-09-02T13:47:43.608Z',
  stripeSubscriptionId: 'sub_1S2uYjRItjRpb7CmiiZRgcbf'
}","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AZB0GXHHZMCVBGMKEZ4VB","",-1
"2025-09-02 13:48:29",1756820909099,"www.snap-shark.com/api/debug/refresh-user","POST","",-1,"hhwxp-1756820908783-c6ae86313ed5","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","lambda","/api/debug/refresh-user","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"iad1",-1,-1,"[REFRESH] Getting fresh user data for: user_326dkggGHEMPMU8EbaG6rJnXuls","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AZB0GXHHZMCVBGMKEZ4VB","",-1
"2025-09-02 13:48:28",1756820908997,"www.snap-shark.com/api/debug/refresh-user","POST","",200,"hhwxp-1756820908783-c6ae86313ed5","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","lambda","/api/debug/refresh-user","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",190,"iad1",113,2048,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AZB0GXHHZMCVBGMKEZ4VB","OCvs0ApTMPQl",1
"2025-09-02 13:48:28",1756820908792,"www.snap-shark.com/api/debug/refresh-user","POST","",200,"hhwxp-1756820908783-c6ae86313ed5","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AZAQRNEJ2QZZ36AFECP7M","gx76awnB8rM9",-1
"2025-09-02 13:48:17",1756820897197,"www.snap-shark.com/manifest.json","GET","",200,"x49k8-1756820897186-49a48e0817ba","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYZDD5DEH7V9741Z46J0K","gx76awnB8rM9",-1
"2025-09-02 13:48:11",1756820891774,"www.snap-shark.com/account","GET","",200,"xwdzc-1756820891770-18ca59eecd5e","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYT3ZBWMFBD2WHFH3KWZZ","gx76awnB8rM9",-1
"2025-09-02 13:48:11",1756820891524,"www.snap-shark.com/manifest.json","GET","",200,"82lv5-1756820891520-4dc6628df18f","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYSW48BG7QSVEAXWM4897","gx76awnB8rM9",-1
"2025-09-02 13:48:11",1756820891490,"www.snap-shark.com/pricing","GET","",200,"xwdzc-1756820891485-da605d082051","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYSV29SMC5S21V9QDSM0V","gx76awnB8rM9",-1
"2025-09-02 13:48:11",1756820891178,"www.snap-shark.com/","GET","",200,"82lv5-1756820891171-8334bc61d603","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYSHA6VDHFFW9JQRXC1WA","gx76awnB8rM9",-1
"2025-09-02 13:48:01",1756820881623,"www.snap-shark.com/manifest.json","GET","",200,"fdfkj-1756820881619-dea45f53e108","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYG6Q2SCJXZQZ3B7H29NM","gx76awnB8rM9",-1
"2025-09-02 13:48:01",1756820881540,"www.snap-shark.com/pricing","GET","",200,"hhwxp-1756820881536-39ed95b809c2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYG44MJ1JM8Y1R11JNKV6","gx76awnB8rM9",-1
"2025-09-02 13:48:01",1756820881313,"www.snap-shark.com/","GET","",200,"fdfkj-1756820881307-11a29c7be464","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYFX1GA1QNG2E7N590NQR","gx76awnB8rM9",-1
"2025-09-02 13:48:00",1756820880800,"www.snap-shark.com/manifest.json","GET","",200,"fdfkj-1756820880795-f40fbac1441c","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYFD02K57V3D1BSP4YT9X","gx76awnB8rM9",-1
"2025-09-02 13:48:00",1756820880752,"www.snap-shark.com/","GET","",200,"fdfkj-1756820880746-368987b66b74","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/src/middleware","www.snap-shark.com","www.snap-shark.com","dpl_CvTBydqsKmhdVd5av9MjWkUxUdUq",-1,"lhr1",-1,-1,"","prj_whJS4UDU096WCnwbxasIj7pfJ4Ow","","","01K45AYFBGME2V23FGY2FP132Z","gx76awnB8rM9",-1
